Name,info,Partner
non-linear QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
pairwise sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
parameterized model number 3,Bruce Schultz,Fraunhofer-Gesellschaft
partial least squares QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
post Hartree-Fock method,Bruce Schultz,Fraunhofer-Gesellschaft
principal component analysis,Bruce Schultz,Fraunhofer-Gesellschaft
protein-protein docking,Bruce Schultz,Fraunhofer-Gesellschaft
quantitative structure activity relationship analysis,Bruce Schultz,Fraunhofer-Gesellschaft
random conformational search,Bruce Schultz,Fraunhofer-Gesellschaft
randomized block design,Bruce Schultz,Fraunhofer-Gesellschaft
RAPTOR protein threading,Bruce Schultz,Fraunhofer-Gesellschaft
receptor based pharmacophore search,Bruce Schultz,Fraunhofer-Gesellschaft
recursive partitioning QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
regression QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
restricted open-shell Hartree-Fock,Bruce Schultz,Fraunhofer-Gesellschaft
scaffold hopping,Bruce Schultz,Fraunhofer-Gesellschaft
secondary structure analysis method,Bruce Schultz,Fraunhofer-Gesellschaft
self organizing molecular field analysis,Bruce Schultz,Fraunhofer-Gesellschaft
sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
sequence alignment by method,Bruce Schultz,Fraunhofer-Gesellschaft
sequence alignment by type,Bruce Schultz,Fraunhofer-Gesellschaft
sequencing data alignment software,Bruce Schultz,Fraunhofer-Gesellschaft
sequencing data analysis software,Bruce Schultz,Fraunhofer-Gesellschaft
shape fingerprint search,Bruce Schultz,Fraunhofer-Gesellschaft
simulated annealing,Bruce Schultz,Fraunhofer-Gesellschaft
structure activity relationship analysis,Bruce Schultz,Fraunhofer-Gesellschaft
structure alignment,Bruce Schultz,Fraunhofer-Gesellschaft
structure based virtual screening,Bruce Schultz,Fraunhofer-Gesellschaft
structure database search,Bruce Schultz,Fraunhofer-Gesellschaft
structure similarity search,Bruce Schultz,Fraunhofer-Gesellschaft
substructure search,Bruce Schultz,Fraunhofer-Gesellschaft
SwissModel homology modeling,Bruce Schultz,Fraunhofer-Gesellschaft
systematic conformational search,Bruce Schultz,Fraunhofer-Gesellschaft
three dimensional QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
topomer search,Bruce Schultz,Fraunhofer-Gesellschaft
two dimensional QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
virtual screening,Bruce Schultz,Fraunhofer-Gesellschaft
2D structure similarity search,Jordi Quintana,Chemotargets
3D structure similarity search,Jordi Quintana,Chemotargets
AutoDock docking method,Jordi Quintana,Chemotargets
AutoDock3 docking method,Jordi Quintana,Chemotargets
AutoDock3 scoring function,Jordi Quintana,Chemotargets
cheminformatics method,Jordi Quintana,Chemotargets
comparative molecular similarity indices analysis,Jordi Quintana,Chemotargets
computational phylogenetic analysis,Jordi Quintana,Chemotargets
computational structure analysis,Jordi Quintana,Chemotargets
computational structure solution,Jordi Quintana,Chemotargets
computer simulation method,Jordi Quintana,Chemotargets
constraint molecular dynamics simulation,Jordi Quintana,Chemotargets
data based structure generation,Jordi Quintana,Chemotargets
database filtering,Jordi Quintana,Chemotargets
de novo structure design,Jordi Quintana,Chemotargets
empirical scoring function,Jordi Quintana,Chemotargets
energy minimization method,Jordi Quintana,Chemotargets
exact match structure search,Jordi Quintana,Chemotargets
fragment based structure generation,Jordi Quintana,Chemotargets
knowledge based scoring function,Jordi Quintana,Chemotargets
ligand based pharmacophore model,Jordi Quintana,Chemotargets
ligand based virtual screening,Jordi Quintana,Chemotargets
linear QSAR,Jordi Quintana,Chemotargets
Lipinski rule of 5 filtering,Jordi Quintana,Chemotargets
molecular docking by method,Jordi Quintana,Chemotargets
molecular dynamics simulation,Jordi Quintana,Chemotargets
neural network model,Jordi Quintana,Chemotargets
neural network QSAR,Jordi Quintana,Chemotargets
Newton-Raphson method,Jordi Quintana,Chemotargets
partial least squares QSAR,Jordi Quintana,Chemotargets
quantitative structure activity relationship analysis,Jordi Quintana,Chemotargets
receptor based pharmacophore search,Jordi Quintana,Chemotargets
regression QSAR,Jordi Quintana,Chemotargets
scaffold hopping,Jordi Quintana,Chemotargets
structure based virtual screening,Jordi Quintana,Chemotargets
structure database search,Jordi Quintana,Chemotargets
structure similarity search,Jordi Quintana,Chemotargets
substructure search,Jordi Quintana,Chemotargets
target family knowledge analysis,Jordi Quintana,Chemotargets
two dimensional QSAR,Jordi Quintana,Chemotargets
virtual screening,Jordi Quintana,Chemotargets
2D structure prediction,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
2D structure similarity search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
3D structure prediction,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
3D structure similarity search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
AutoDock docking method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
cartesian conformational search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
cheminformatics method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
circular fingerprint search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
Clustal sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
ClustalW sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
ClustalX sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
computational phylogenetic analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
computational structure analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
computer simulation method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
computer simulation method by force field,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
conformational search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
conjugate gradient method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
constraint molecular dynamics simulation,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
Cytoscape network analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
data based structure generation,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
database filtering,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
de novo structure design,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
decision tree,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
descriptor matching method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
dihedral conformational search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
distance comparison modeling,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
distance matrix alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
DrugScore scoring function,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
energy minimization method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
exact match structure search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
experimental design method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
FASTA local sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
force field based scoring function,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
fractional factorial design,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
fragment based structure generation,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
full factorial design,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
global minimum search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
GOLD docking method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
GOLD scoring function,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
Hartree-Fock method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
hierarchial clustering,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
homology modeling,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
k means clustering,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
ligand based pharmacophore model,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
ligand based virtual screening,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
linear QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
Lipinski rule of 5 filtering,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
local minimum search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
local sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
MMFF force field simulation,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
MODELLER homology modeling,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
molecular docking,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
molecular docking by method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
molecular docking by scoring function,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
molecular dynamics simulation,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
multiple sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
natural language processing,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
network analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
neural network model,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
neural network QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
Newton-Raphson method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
non-linear QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
pairwise sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
parameterized model number 3,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
partial least squares QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
post Hartree-Fock method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
principal component analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
protein-protein docking,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
quantitative structure activity relationship analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
random conformational search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
randomized block design,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
RAPTOR protein threading,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
receptor based pharmacophore search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
recursive partitioning QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
regression QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
restricted open-shell Hartree-Fock,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
scaffold hopping,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
secondary structure analysis method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
self organizing molecular field analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
sequence alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
sequence alignment by method,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
sequence alignment by type,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
sequencing data alignment software,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
sequencing data analysis software,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
shape fingerprint search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
simulated annealing,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
structure activity relationship analysis,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
structure alignment,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
structure based virtual screening,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
structure database search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
structure similarity search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
substructure search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
SwissModel homology modeling,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
systematic conformational search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
three dimensional QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
topomer search,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
two dimensional QSAR,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
virtual screening,Martin Hofmann-Apitius,Fraunhofer-Gesellschaft
2D structure prediction,Aimo Kannt,Fraunhofer-Gesellschaft
2D structure similarity search,Aimo Kannt,Fraunhofer-Gesellschaft
3D structure prediction,Aimo Kannt,Fraunhofer-Gesellschaft
3D structure similarity search,Aimo Kannt,Fraunhofer-Gesellschaft
AutoDock docking method,Aimo Kannt,Fraunhofer-Gesellschaft
cartesian conformational search,Aimo Kannt,Fraunhofer-Gesellschaft
cheminformatics method,Aimo Kannt,Fraunhofer-Gesellschaft
circular fingerprint search,Aimo Kannt,Fraunhofer-Gesellschaft
Clustal sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
ClustalW sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
ClustalX sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
computational phylogenetic analysis,Aimo Kannt,Fraunhofer-Gesellschaft
computational structure analysis,Aimo Kannt,Fraunhofer-Gesellschaft
computer simulation method,Aimo Kannt,Fraunhofer-Gesellschaft
computer simulation method by force field,Aimo Kannt,Fraunhofer-Gesellschaft
conformational search,Aimo Kannt,Fraunhofer-Gesellschaft
conjugate gradient method,Aimo Kannt,Fraunhofer-Gesellschaft
constraint molecular dynamics simulation,Aimo Kannt,Fraunhofer-Gesellschaft
Cytoscape network analysis,Aimo Kannt,Fraunhofer-Gesellschaft
data based structure generation,Aimo Kannt,Fraunhofer-Gesellschaft
database filtering,Aimo Kannt,Fraunhofer-Gesellschaft
de novo structure design,Aimo Kannt,Fraunhofer-Gesellschaft
decision tree,Aimo Kannt,Fraunhofer-Gesellschaft
descriptor matching method,Aimo Kannt,Fraunhofer-Gesellschaft
dihedral conformational search,Aimo Kannt,Fraunhofer-Gesellschaft
distance comparison modeling,Aimo Kannt,Fraunhofer-Gesellschaft
distance matrix alignment,Aimo Kannt,Fraunhofer-Gesellschaft
DrugScore scoring function,Aimo Kannt,Fraunhofer-Gesellschaft
energy minimization method,Aimo Kannt,Fraunhofer-Gesellschaft
exact match structure search,Aimo Kannt,Fraunhofer-Gesellschaft
experimental design method,Aimo Kannt,Fraunhofer-Gesellschaft
FASTA local sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
force field based scoring function,Aimo Kannt,Fraunhofer-Gesellschaft
fractional factorial design,Aimo Kannt,Fraunhofer-Gesellschaft
fragment based structure generation,Aimo Kannt,Fraunhofer-Gesellschaft
full factorial design,Aimo Kannt,Fraunhofer-Gesellschaft
global minimum search,Aimo Kannt,Fraunhofer-Gesellschaft
GOLD docking method,Aimo Kannt,Fraunhofer-Gesellschaft
GOLD scoring function,Aimo Kannt,Fraunhofer-Gesellschaft
Hartree-Fock method,Aimo Kannt,Fraunhofer-Gesellschaft
hierarchial clustering,Aimo Kannt,Fraunhofer-Gesellschaft
homology modeling,Aimo Kannt,Fraunhofer-Gesellschaft
k means clustering,Aimo Kannt,Fraunhofer-Gesellschaft
ligand based pharmacophore model,Aimo Kannt,Fraunhofer-Gesellschaft
ligand based virtual screening,Aimo Kannt,Fraunhofer-Gesellschaft
linear QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
Lipinski rule of 5 filtering,Aimo Kannt,Fraunhofer-Gesellschaft
local minimum search,Aimo Kannt,Fraunhofer-Gesellschaft
local sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
MMFF force field simulation,Aimo Kannt,Fraunhofer-Gesellschaft
MODELLER homology modeling,Aimo Kannt,Fraunhofer-Gesellschaft
molecular docking,Aimo Kannt,Fraunhofer-Gesellschaft
molecular docking by method,Aimo Kannt,Fraunhofer-Gesellschaft
molecular docking by scoring function,Aimo Kannt,Fraunhofer-Gesellschaft
molecular dynamics simulation,Aimo Kannt,Fraunhofer-Gesellschaft
multiple sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
natural language processing,Aimo Kannt,Fraunhofer-Gesellschaft
network analysis,Aimo Kannt,Fraunhofer-Gesellschaft
neural network model,Aimo Kannt,Fraunhofer-Gesellschaft
neural network QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
Newton-Raphson method,Aimo Kannt,Fraunhofer-Gesellschaft
non-linear QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
pairwise sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
parameterized model number 3,Aimo Kannt,Fraunhofer-Gesellschaft
partial least squares QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
post Hartree-Fock method,Aimo Kannt,Fraunhofer-Gesellschaft
principal component analysis,Aimo Kannt,Fraunhofer-Gesellschaft
protein-protein docking,Aimo Kannt,Fraunhofer-Gesellschaft
quantitative structure activity relationship analysis,Aimo Kannt,Fraunhofer-Gesellschaft
random conformational search,Aimo Kannt,Fraunhofer-Gesellschaft
randomized block design,Aimo Kannt,Fraunhofer-Gesellschaft
RAPTOR protein threading,Aimo Kannt,Fraunhofer-Gesellschaft
receptor based pharmacophore search,Aimo Kannt,Fraunhofer-Gesellschaft
recursive partitioning QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
regression QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
restricted open-shell Hartree-Fock,Aimo Kannt,Fraunhofer-Gesellschaft
scaffold hopping,Aimo Kannt,Fraunhofer-Gesellschaft
secondary structure analysis method,Aimo Kannt,Fraunhofer-Gesellschaft
self organizing molecular field analysis,Aimo Kannt,Fraunhofer-Gesellschaft
sequence alignment,Aimo Kannt,Fraunhofer-Gesellschaft
sequence alignment by method,Aimo Kannt,Fraunhofer-Gesellschaft
sequence alignment by type,Aimo Kannt,Fraunhofer-Gesellschaft
sequencing data alignment software,Aimo Kannt,Fraunhofer-Gesellschaft
sequencing data analysis software,Aimo Kannt,Fraunhofer-Gesellschaft
shape fingerprint search,Aimo Kannt,Fraunhofer-Gesellschaft
simulated annealing,Aimo Kannt,Fraunhofer-Gesellschaft
structure activity relationship analysis,Aimo Kannt,Fraunhofer-Gesellschaft
structure alignment,Aimo Kannt,Fraunhofer-Gesellschaft
structure based virtual screening,Aimo Kannt,Fraunhofer-Gesellschaft
structure database search,Aimo Kannt,Fraunhofer-Gesellschaft
structure similarity search,Aimo Kannt,Fraunhofer-Gesellschaft
substructure search,Aimo Kannt,Fraunhofer-Gesellschaft
SwissModel homology modeling,Aimo Kannt,Fraunhofer-Gesellschaft
systematic conformational search,Aimo Kannt,Fraunhofer-Gesellschaft
three dimensional QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
topomer search,Aimo Kannt,Fraunhofer-Gesellschaft
two dimensional QSAR,Aimo Kannt,Fraunhofer-Gesellschaft
virtual screening,Aimo Kannt,Fraunhofer-Gesellschaft
AutoDock docking method,Rok Dreu,Ljubljana University
AutoDock3 scoring function,Rok Dreu,Ljubljana University
Chem-X structure generation,Rok Dreu,Ljubljana University
de novo structure design,Rok Dreu,Ljubljana University
energy minimization method,Rok Dreu,Ljubljana University
2D structure prediction,Päivi Östling,Karolinska Institutet
2D structure similarity search,Päivi Östling,Karolinska Institutet
3D structure prediction,Päivi Östling,Karolinska Institutet
3D structure similarity search,Päivi Östling,Karolinska Institutet
AMBER force field simulation,Päivi Östling,Karolinska Institutet
AutoDock docking method,Päivi Östling,Karolinska Institutet
cheminformatics method,Päivi Östling,Karolinska Institutet
circular fingerprint search,Päivi Östling,Karolinska Institutet
Clustal sequence alignment,Päivi Östling,Karolinska Institutet
ClustalW sequence alignment,Päivi Östling,Karolinska Institutet
ClustalX sequence alignment,Päivi Östling,Karolinska Institutet
CoMFA pharmacophore search,Päivi Östling,Karolinska Institutet
comparative molecular field analysis,Päivi Östling,Karolinska Institutet
computational phylogenetic analysis,Päivi Östling,Karolinska Institutet
computational structure analysis,Päivi Östling,Karolinska Institutet
computer simulation method,Päivi Östling,Karolinska Institutet
computer simulation method by force field,Päivi Östling,Karolinska Institutet
conformational search,Päivi Östling,Karolinska Institutet
conjugate gradient method,Päivi Östling,Karolinska Institutet
constraint molecular dynamics simulation,Päivi Östling,Karolinska Institutet
data based structure generation,Päivi Östling,Karolinska Institutet
database filtering,Päivi Östling,Karolinska Institutet
de novo structure design,Päivi Östling,Karolinska Institutet
decision tree,Päivi Östling,Karolinska Institutet
descriptor matching method,Päivi Östling,Karolinska Institutet
dihedral conformational search,Päivi Östling,Karolinska Institutet
distance comparison modeling,Päivi Östling,Karolinska Institutet
DOCK docking method,Päivi Östling,Karolinska Institutet
empirical scoring function,Päivi Östling,Karolinska Institutet
energy minimization method,Päivi Östling,Karolinska Institutet
exact match structure search,Päivi Östling,Karolinska Institutet
experimental design method,Päivi Östling,Karolinska Institutet
FASTA local sequence alignment,Päivi Östling,Karolinska Institutet
force field based scoring function,Päivi Östling,Karolinska Institutet
fractional factorial design,Päivi Östling,Karolinska Institutet
fragment based structure generation,Päivi Östling,Karolinska Institutet
full factorial design,Päivi Östling,Karolinska Institutet
genetic algorithm method,Päivi Östling,Karolinska Institutet
GOLD docking method,Päivi Östling,Karolinska Institutet
GOLD scoring function,Päivi Östling,Karolinska Institutet
hierarchial clustering,Päivi Östling,Karolinska Institutet
homology modeling,Päivi Östling,Karolinska Institutet
k means clustering,Päivi Östling,Karolinska Institutet
knowledge based scoring function,Päivi Östling,Karolinska Institutet
ligand based pharmacophore model,Päivi Östling,Karolinska Institutet
ligand based virtual screening,Päivi Östling,Karolinska Institutet
linear QSAR,Päivi Östling,Karolinska Institutet
Lipinski rule of 5 filtering,Päivi Östling,Karolinska Institutet
local minimum search,Päivi Östling,Karolinska Institutet
MMFF force field simulation,Päivi Östling,Karolinska Institutet
MODELLER homology modeling,Päivi Östling,Karolinska Institutet
molecular docking,Päivi Östling,Karolinska Institutet
molecular docking by method,Päivi Östling,Karolinska Institutet
molecular docking by scoring function,Päivi Östling,Karolinska Institutet
molecular dynamics simulation,Päivi Östling,Karolinska Institutet
multiple sequence alignment,Päivi Östling,Karolinska Institutet
neural network QSAR,Päivi Östling,Karolinska Institutet
Newton-Raphson method,Päivi Östling,Karolinska Institutet
non-linear QSAR,Päivi Östling,Karolinska Institutet
partial least squares QSAR,Päivi Östling,Karolinska Institutet
pathway analysis,Päivi Östling,Karolinska Institutet
principal component analysis,Päivi Östling,Karolinska Institutet
protein-protein docking,Päivi Östling,Karolinska Institutet
quantitative structure activity relationship analysis,Päivi Östling,Karolinska Institutet
random conformational search,Päivi Östling,Karolinska Institutet
receptor based pharmacophore search,Päivi Östling,Karolinska Institutet
regression QSAR,Päivi Östling,Karolinska Institutet
scaffold hopping,Päivi Östling,Karolinska Institutet
sequence alignment,Päivi Östling,Karolinska Institutet
shape fingerprint search,Päivi Östling,Karolinska Institutet
structure activity relationship analysis,Päivi Östling,Karolinska Institutet
structure alignment,Päivi Östling,Karolinska Institutet
structure based virtual screening,Päivi Östling,Karolinska Institutet
structure database search,Päivi Östling,Karolinska Institutet
structure similarity search,Päivi Östling,Karolinska Institutet
substructure search,Päivi Östling,Karolinska Institutet
SwissModel homology modeling,Päivi Östling,Karolinska Institutet
systematic conformational search,Päivi Östling,Karolinska Institutet
target family knowledge analysis,Päivi Östling,Karolinska Institutet
three dimensional QSAR,Päivi Östling,Karolinska Institutet
two dimensional QSAR,Päivi Östling,Karolinska Institutet
virtual screening,Päivi Östling,Karolinska Institutet
AutoDock docking method,Igor Locatelli,Ljubljana University
AutoDock3 scoring function,Igor Locatelli,Ljubljana University
Chem-X structure generation,Igor Locatelli,Ljubljana University
de novo structure design,Igor Locatelli,Ljubljana University
energy minimization method,Igor Locatelli,Ljubljana University
3D structure prediction,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
3D structure similarity search,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
AMBER force field simulation,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
CHARMM force field simulation,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
classical force field simulation,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
Clustal sequence alignment,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
ClustalW sequence alignment,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
computational structure analysis,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
computer simulation method,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
computer simulation method by force field,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
energy minimization method,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
force field based scoring function,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
GROMOS force field simulation,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
homology modeling,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
k means clustering,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
molecular docking,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
molecular docking by method,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
molecular docking by scoring function,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
molecular dynamics simulation,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
principal component analysis,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
protein threading,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
protein-protein docking,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
Design new protein molecules with specific structural or functional properties.,Maddalena Fratelli,Mario Negri Institute for Pharmacological Research
AutoDock docking method,Simon Žakelj,Ljubljana University
AutoDock3 scoring function,Simon Žakelj,Ljubljana University
Chem-X structure generation,Simon Žakelj,Ljubljana University
de novo structure design,Simon Žakelj,Ljubljana University
energy minimization method,Simon Žakelj,Ljubljana University
2D structure prediction,Flavio Ballante,Karolinska Institutet
2D structure similarity search,Flavio Ballante,Karolinska Institutet
3D structure prediction,Flavio Ballante,Karolinska Institutet
3D structure similarity search,Flavio Ballante,Karolinska Institutet
AMBER force field simulation,Flavio Ballante,Karolinska Institutet
AutoDock docking method,Flavio Ballante,Karolinska Institutet
cheminformatics method,Flavio Ballante,Karolinska Institutet
circular fingerprint search,Flavio Ballante,Karolinska Institutet
Clustal sequence alignment,Flavio Ballante,Karolinska Institutet
ClustalW sequence alignment,Flavio Ballante,Karolinska Institutet
ClustalX sequence alignment,Flavio Ballante,Karolinska Institutet
CoMFA pharmacophore search,Flavio Ballante,Karolinska Institutet
comparative molecular field analysis,Flavio Ballante,Karolinska Institutet
computational phylogenetic analysis,Flavio Ballante,Karolinska Institutet
computational structure analysis,Flavio Ballante,Karolinska Institutet
computer simulation method,Flavio Ballante,Karolinska Institutet
computer simulation method by force field,Flavio Ballante,Karolinska Institutet
conformational search,Flavio Ballante,Karolinska Institutet
conjugate gradient method,Flavio Ballante,Karolinska Institutet
constraint molecular dynamics simulation,Flavio Ballante,Karolinska Institutet
data based structure generation,Flavio Ballante,Karolinska Institutet
database filtering,Flavio Ballante,Karolinska Institutet
de novo structure design,Flavio Ballante,Karolinska Institutet
decision tree,Flavio Ballante,Karolinska Institutet
descriptor matching method,Flavio Ballante,Karolinska Institutet
dihedral conformational search,Flavio Ballante,Karolinska Institutet
distance comparison modeling,Flavio Ballante,Karolinska Institutet
DOCK docking method,Flavio Ballante,Karolinska Institutet
empirical scoring function,Flavio Ballante,Karolinska Institutet
energy minimization method,Flavio Ballante,Karolinska Institutet
exact match structure search,Flavio Ballante,Karolinska Institutet
experimental design method,Flavio Ballante,Karolinska Institutet
FASTA local sequence alignment,Flavio Ballante,Karolinska Institutet
force field based scoring function,Flavio Ballante,Karolinska Institutet
fractional factorial design,Flavio Ballante,Karolinska Institutet
fragment based structure generation,Flavio Ballante,Karolinska Institutet
full factorial design,Flavio Ballante,Karolinska Institutet
genetic algorithm method,Flavio Ballante,Karolinska Institutet
GOLD docking method,Flavio Ballante,Karolinska Institutet
GOLD scoring function,Flavio Ballante,Karolinska Institutet
