Name,info,Partner
luciferase reporter gene assay,Katja Herzog,Fraunhofer-Gesellschaft
medium throughput screening,Katja Herzog,Fraunhofer-Gesellschaft
membrane permeability assessment,Katja Herzog,Fraunhofer-Gesellschaft
metabolic stability assay,Katja Herzog,Fraunhofer-Gesellschaft
metabolomic assay,Katja Herzog,Fraunhofer-Gesellschaft
Migration Assay,Katja Herzog,Fraunhofer-Gesellschaft
mitochondrial membrane potential assay,Katja Herzog,Fraunhofer-Gesellschaft
mitosis/apoptosis assay,Katja Herzog,Fraunhofer-Gesellschaft
mitotic cell cycle state assay,Katja Herzog,Fraunhofer-Gesellschaft
neurite outgrowth assay,Katja Herzog,Fraunhofer-Gesellschaft
optical microscopy,Katja Herzog,Fraunhofer-Gesellschaft
other pharmacokinetic studies,Katja Herzog,Fraunhofer-Gesellschaft
oxidative stress assay,Katja Herzog,Fraunhofer-Gesellschaft
PD biomarker assay,Katja Herzog,Fraunhofer-Gesellschaft
permeability assay,Katja Herzog,Fraunhofer-Gesellschaft
pH stability assay,Katja Herzog,Fraunhofer-Gesellschaft
pharmacodynamic assay,Katja Herzog,Fraunhofer-Gesellschaft
pharmacokinetic assay,Katja Herzog,Fraunhofer-Gesellschaft
Pharmacology: Primary Pharmacodynamics,Katja Herzog,Fraunhofer-Gesellschaft
phosphatase activity assay,Katja Herzog,Fraunhofer-Gesellschaft
phosphorylation assay,Katja Herzog,Fraunhofer-Gesellschaft
plasma stability assay,Katja Herzog,Fraunhofer-Gesellschaft
preclinical development stage,Katja Herzog,Fraunhofer-Gesellschaft
primary assay,Katja Herzog,Fraunhofer-Gesellschaft
protease activity assay,Katja Herzog,Fraunhofer-Gesellschaft
protein expression assay,Katja Herzog,Fraunhofer-Gesellschaft
protein folding assay,Katja Herzog,Fraunhofer-Gesellschaft
protein stability assay,Katja Herzog,Fraunhofer-Gesellschaft
protein unfolding assay,Katja Herzog,Fraunhofer-Gesellschaft
protein-protein interaction assay,Katja Herzog,Fraunhofer-Gesellschaft
protein-small molecule interaction assay,Katja Herzog,Fraunhofer-Gesellschaft
protein-turnover assay,Katja Herzog,Fraunhofer-Gesellschaft
quantitative PCR,Katja Herzog,Fraunhofer-Gesellschaft
quantitative reverse transcription PCR,Katja Herzog,Fraunhofer-Gesellschaft
real-time PCR ,Katja Herzog,Fraunhofer-Gesellschaft
receptor induction assay,Katja Herzog,Fraunhofer-Gesellschaft
receptor internalization assay,Katja Herzog,Fraunhofer-Gesellschaft
redistribution assay,Katja Herzog,Fraunhofer-Gesellschaft
reporter gene assay,Katja Herzog,Fraunhofer-Gesellschaft
reverse transcription PCR,Katja Herzog,Fraunhofer-Gesellschaft
safety pharmacology assay,Katja Herzog,Fraunhofer-Gesellschaft
sandwich ELISA,Katja Herzog,Fraunhofer-Gesellschaft
second messenger assay,Katja Herzog,Fraunhofer-Gesellschaft
secondary assay,Katja Herzog,Fraunhofer-Gesellschaft
selectivity assay,Katja Herzog,Fraunhofer-Gesellschaft
signal transduction assay,Katja Herzog,Fraunhofer-Gesellschaft
signaling pathway assay,Katja Herzog,Fraunhofer-Gesellschaft
solubility assay,Katja Herzog,Fraunhofer-Gesellschaft
surface plasmon resonance,Katja Herzog,Fraunhofer-Gesellschaft
targeted metabolomic assay,Katja Herzog,Fraunhofer-Gesellschaft
thermal shift assay,Katja Herzog,Fraunhofer-Gesellschaft
thermodynamic solubility assay,Katja Herzog,Fraunhofer-Gesellschaft
time resolved fluorescence resonance energy transfer,Katja Herzog,Fraunhofer-Gesellschaft
tissue distribution assay,Katja Herzog,Fraunhofer-Gesellschaft
tissue homogenate stability assay,Katja Herzog,Fraunhofer-Gesellschaft
toxicity assay,Katja Herzog,Fraunhofer-Gesellschaft
whole blood stability assay,Katja Herzog,Fraunhofer-Gesellschaft
1536 well plate,Anna-Lena Gustavsson,Karolinska Institutet
24 well plate,Anna-Lena Gustavsson,Karolinska Institutet
384 well plate,Anna-Lena Gustavsson,Karolinska Institutet
96 well plate,Anna-Lena Gustavsson,Karolinska Institutet
ADMET,Anna-Lena Gustavsson,Karolinska Institutet
antigen down assay,Anna-Lena Gustavsson,Karolinska Institutet
apoptosis assay,Anna-Lena Gustavsson,Karolinska Institutet
artifact assay,Anna-Lena Gustavsson,Karolinska Institutet
assay format,Anna-Lena Gustavsson,Karolinska Institutet
assay screening campaign stage,Anna-Lena Gustavsson,Karolinska Institutet
assay screening throughput,Anna-Lena Gustavsson,Karolinska Institutet
Bead-based immunoassay for protein state,Anna-Lena Gustavsson,Karolinska Institutet
binding assay,Anna-Lena Gustavsson,Karolinska Institutet
bioassay,Anna-Lena Gustavsson,Karolinska Institutet
bioassay specification,Anna-Lena Gustavsson,Karolinska Institutet
bioassay type,Anna-Lena Gustavsson,Karolinska Institutet
biochemical format,Anna-Lena Gustavsson,Karolinska Institutet
Bisulfite Sequencing assay,Anna-Lena Gustavsson,Karolinska Institutet
brightfield microscopy,Anna-Lena Gustavsson,Karolinska Institutet
BSEP inhibition assay,Anna-Lena Gustavsson,Karolinska Institutet
Caco-2 permeability assay,Anna-Lena Gustavsson,Karolinska Institutet
calcium redistribution assay,Anna-Lena Gustavsson,Karolinska Institutet
cAMP redistribution assay,Anna-Lena Gustavsson,Karolinska Institutet
cell based format,Anna-Lena Gustavsson,Karolinska Institutet
cell binding assay,Anna-Lena Gustavsson,Karolinska Institutet
cell cycle assay,Anna-Lena Gustavsson,Karolinska Institutet
cell density determination,Anna-Lena Gustavsson,Karolinska Institutet
cell growth assay,Anna-Lena Gustavsson,Karolinska Institutet
cell morphology assay,Anna-Lena Gustavsson,Karolinska Institutet
cell motility assay,Anna-Lena Gustavsson,Karolinska Institutet
cell permeability assay,Anna-Lena Gustavsson,Karolinska Institutet
cell proliferation assay,Anna-Lena Gustavsson,Karolinska Institutet
cell viability assay,Anna-Lena Gustavsson,Karolinska Institutet
cell viability ATP quantitation assay,Anna-Lena Gustavsson,Karolinska Institutet
chemotaxis assay,Anna-Lena Gustavsson,Karolinska Institutet
competitive immunoassay,Anna-Lena Gustavsson,Karolinska Institutet
compound aggregation assay,Anna-Lena Gustavsson,Karolinska Institutet
compound fluorescence assay,Anna-Lena Gustavsson,Karolinska Institutet
compound library,Anna-Lena Gustavsson,Karolinska Institutet
compound redox activity assay,Anna-Lena Gustavsson,Karolinska Institutet
compound toxicity assay,Anna-Lena Gustavsson,Karolinska Institutet
concentration response assay,Anna-Lena Gustavsson,Karolinska Institutet
confirmatory assay,Anna-Lena Gustavsson,Karolinska Institutet
confocal microscopy,Anna-Lena Gustavsson,Karolinska Institutet
counter screening assay,Anna-Lena Gustavsson,Karolinska Institutet
cytochrome P450 enzyme activity assay,Anna-Lena Gustavsson,Karolinska Institutet
cytokine secretion assay,Anna-Lena Gustavsson,Karolinska Institutet
direct enzyme activity measurement method,Anna-Lena Gustavsson,Karolinska Institutet
drug absorption assay,Anna-Lena Gustavsson,Karolinska Institutet
drug excretion assay,Anna-Lena Gustavsson,Karolinska Institutet
dye redistribution assay,Anna-Lena Gustavsson,Karolinska Institutet
ELISA,Anna-Lena Gustavsson,Karolinska Institutet
endpoint assay,Anna-Lena Gustavsson,Karolinska Institutet
enzymatic stability assay,Anna-Lena Gustavsson,Karolinska Institutet
enzyme activity assay,Anna-Lena Gustavsson,Karolinska Institutet
enzyme complementation,Anna-Lena Gustavsson,Karolinska Institutet
enzyme fragment complementation,Anna-Lena Gustavsson,Karolinska Institutet
enzyme induction assay,Anna-Lena Gustavsson,Karolinska Institutet
enzyme inhibition assay,Anna-Lena Gustavsson,Karolinska Institutet
epigenetic profiling assay,Anna-Lena Gustavsson,Karolinska Institutet
Fluorescence imaging apoptosis assay,Anna-Lena Gustavsson,Karolinska Institutet
Fluorescence imaging cell count assay,Anna-Lena Gustavsson,Karolinska Institutet
Fluorescence imaging cell cycle state assay,Anna-Lena Gustavsson,Karolinska Institutet
Fluorescence imaging cell growth inhibition assay,Anna-Lena Gustavsson,Karolinska Institutet
Fluorescence imaging morphology assay,Anna-Lena Gustavsson,Karolinska Institutet
Fluorescence imaging multiplex cytological profiling assay,Anna-Lena Gustavsson,Karolinska Institutet
Fluorescence imaging protein state assay,Anna-Lena Gustavsson,Karolinska Institutet
fluorescence microscopy,Anna-Lena Gustavsson,Karolinska Institutet
fluorescent protein reporter gene assay,Anna-Lena Gustavsson,Karolinska Institutet
functional,Anna-Lena Gustavsson,Karolinska Institutet
functional phenotypic,Anna-Lena Gustavsson,Karolinska Institutet
"functional target-based_x000D_
",Anna-Lena Gustavsson,Karolinska Institutet
gene expression assay,Anna-Lena Gustavsson,Karolinska Institutet
gene knock in,Anna-Lena Gustavsson,Karolinska Institutet
gene knockdown,Anna-Lena Gustavsson,Karolinska Institutet
gene knockout,Anna-Lena Gustavsson,Karolinska Institutet
GSH adduct formation,Anna-Lena Gustavsson,Karolinska Institutet
hepatocyte stability assay,Anna-Lena Gustavsson,Karolinska Institutet
high throughput screening,Anna-Lena Gustavsson,Karolinska Institutet
homogeneous time resolved fluorescence,Anna-Lena Gustavsson,Karolinska Institutet
HPLC System,Anna-Lena Gustavsson,Karolinska Institutet
imaging cytometer,Anna-Lena Gustavsson,Karolinska Institutet
immunoassay,Anna-Lena Gustavsson,Karolinska Institutet
immunoblot,Anna-Lena Gustavsson,Karolinska Institutet
immunocytochemistry,Anna-Lena Gustavsson,Karolinska Institutet
immunofluorescent labeling,Anna-Lena Gustavsson,Karolinska Institutet
immunohistochemistry,Anna-Lena Gustavsson,Karolinska Institutet
in situ immunoassay,Anna-Lena Gustavsson,Karolinska Institutet
in vivo efficacy assay,Anna-Lena Gustavsson,Karolinska Institutet
ion channel assay,Anna-Lena Gustavsson,Karolinska Institutet
isothermal titration calorimetry,Anna-Lena Gustavsson,Karolinska Institutet
kinase activity assay,Anna-Lena Gustavsson,Karolinska Institutet
kinetic assay,Anna-Lena Gustavsson,Karolinska Institutet
lead optimization assay,Anna-Lena Gustavsson,Karolinska Institutet
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Anna-Lena Gustavsson,Karolinska Institutet
low throughput screening,Anna-Lena Gustavsson,Karolinska Institutet
luciferase enzyme activity assay,Anna-Lena Gustavsson,Karolinska Institutet
luciferase reporter gene assay,Anna-Lena Gustavsson,Karolinska Institutet
mass spectrometry,Anna-Lena Gustavsson,Karolinska Institutet
medium throughput screening,Anna-Lena Gustavsson,Karolinska Institutet
membrane permeability assessment,Anna-Lena Gustavsson,Karolinska Institutet
metabolic stability assay,Anna-Lena Gustavsson,Karolinska Institutet
Migration Assay,Anna-Lena Gustavsson,Karolinska Institutet
mitochondrial membrane potential assay,Anna-Lena Gustavsson,Karolinska Institutet
mitosis/apoptosis assay,Anna-Lena Gustavsson,Karolinska Institutet
MS protein quantification assay,Anna-Lena Gustavsson,Karolinska Institutet
MS protein state assay,Anna-Lena Gustavsson,Karolinska Institutet
neurite outgrowth assay,Anna-Lena Gustavsson,Karolinska Institutet
oxidative stress assay,Anna-Lena Gustavsson,Karolinska Institutet
parental cell line assay,Anna-Lena Gustavsson,Karolinska Institutet
patch clamp,Anna-Lena Gustavsson,Karolinska Institutet
PD biomarker assay,Anna-Lena Gustavsson,Karolinska Institutet
permeability assay,Anna-Lena Gustavsson,Karolinska Institutet
pH stability assay,Anna-Lena Gustavsson,Karolinska Institutet
pharmacodynamic assay,Anna-Lena Gustavsson,Karolinska Institutet
pharmacokinetic assay,Anna-Lena Gustavsson,Karolinska Institutet
Pharmacology: Primary Pharmacodynamics,Anna-Lena Gustavsson,Karolinska Institutet
phosphatase activity assay,Anna-Lena Gustavsson,Karolinska Institutet
phosphorylation assay,Anna-Lena Gustavsson,Karolinska Institutet
physicochemical assay,Anna-Lena Gustavsson,Karolinska Institutet
plasma protein binding assay,Anna-Lena Gustavsson,Karolinska Institutet
plasma stability assay,Anna-Lena Gustavsson,Karolinska Institutet
posttranslation modification assay,Anna-Lena Gustavsson,Karolinska Institutet
preclinical development stage,Anna-Lena Gustavsson,Karolinska Institutet
primary assay,Anna-Lena Gustavsson,Karolinska Institutet
protease activity assay,Anna-Lena Gustavsson,Karolinska Institutet
protein expression assay,Anna-Lena Gustavsson,Karolinska Institutet
protein redistribution assay,Anna-Lena Gustavsson,Karolinska Institutet
protein stability assay,Anna-Lena Gustavsson,Karolinska Institutet
protein unfolding assay,Anna-Lena Gustavsson,Karolinska Institutet
protein-protein interaction assay,Anna-Lena Gustavsson,Karolinska Institutet
protein-small molecule interaction assay,Anna-Lena Gustavsson,Karolinska Institutet
protein-turnover assay,Anna-Lena Gustavsson,Karolinska Institutet
real-time PCR ,Anna-Lena Gustavsson,Karolinska Institutet
receptor induction assay,Anna-Lena Gustavsson,Karolinska Institutet
receptor internalization assay,Anna-Lena Gustavsson,Karolinska Institutet
reporter gene assay,Anna-Lena Gustavsson,Karolinska Institutet
RNA-seq gene expression profiling assay,Anna-Lena Gustavsson,Karolinska Institutet
sandwich ELISA,Anna-Lena Gustavsson,Karolinska Institutet
SAR by NMR,Anna-Lena Gustavsson,Karolinska Institutet
second messenger assay,Anna-Lena Gustavsson,Karolinska Institutet
secondary assay,Anna-Lena Gustavsson,Karolinska Institutet
selectivity assay,Anna-Lena Gustavsson,Karolinska Institutet
signal transduction assay,Anna-Lena Gustavsson,Karolinska Institutet
signaling pathway assay,Anna-Lena Gustavsson,Karolinska Institutet
surface plasmon resonance,Anna-Lena Gustavsson,Karolinska Institutet
SWATH MS protein profiling assay,Anna-Lena Gustavsson,Karolinska Institutet
SWATH-MS protein quantification assay,Anna-Lena Gustavsson,Karolinska Institutet
target engagement assay,Anna-Lena Gustavsson,Karolinska Institutet
thermal shift assay,Anna-Lena Gustavsson,Karolinska Institutet
time resolved fluorescence resonance energy transfer,Anna-Lena Gustavsson,Karolinska Institutet
toxicity assay,Anna-Lena Gustavsson,Karolinska Institutet
24 well plate,Leonie von Berlin,Fraunhofer-Gesellschaft
384 well plate,Leonie von Berlin,Fraunhofer-Gesellschaft
96 well plate,Leonie von Berlin,Fraunhofer-Gesellschaft
ADMET,Leonie von Berlin,Fraunhofer-Gesellschaft
apoptosis assay,Leonie von Berlin,Fraunhofer-Gesellschaft
artifact assay,Leonie von Berlin,Fraunhofer-Gesellschaft
assay format,Leonie von Berlin,Fraunhofer-Gesellschaft
assay screening campaign stage,Leonie von Berlin,Fraunhofer-Gesellschaft
assay screening throughput,Leonie von Berlin,Fraunhofer-Gesellschaft
Bead-based immunoassay for protein state,Leonie von Berlin,Fraunhofer-Gesellschaft
binding assay,Leonie von Berlin,Fraunhofer-Gesellschaft
bioassay,Leonie von Berlin,Fraunhofer-Gesellschaft
bioassay specification,Leonie von Berlin,Fraunhofer-Gesellschaft
bioassay type,Leonie von Berlin,Fraunhofer-Gesellschaft
bioavailability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
biochemical format,Leonie von Berlin,Fraunhofer-Gesellschaft
brightfield microscopy,Leonie von Berlin,Fraunhofer-Gesellschaft
Caco-2 permeability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
calcium redistribution assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cAMP redistribution assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell based format,Leonie von Berlin,Fraunhofer-Gesellschaft
cell cycle assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell density determination,Leonie von Berlin,Fraunhofer-Gesellschaft
cell growth assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell morphology assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell motility assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell permeability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell proliferation assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell viability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cell viability ATP quantitation assay,Leonie von Berlin,Fraunhofer-Gesellschaft
chemical stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
chemotaxis assay,Leonie von Berlin,Fraunhofer-Gesellschaft
circular dichroism,Leonie von Berlin,Fraunhofer-Gesellschaft
competitive immunoassay,Leonie von Berlin,Fraunhofer-Gesellschaft
compound aggregation assay,Leonie von Berlin,Fraunhofer-Gesellschaft
compound fluorescence assay,Leonie von Berlin,Fraunhofer-Gesellschaft
compound library,Leonie von Berlin,Fraunhofer-Gesellschaft
compound redox activity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
compound toxicity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
concentration response assay,Leonie von Berlin,Fraunhofer-Gesellschaft
confirmatory assay,Leonie von Berlin,Fraunhofer-Gesellschaft
confocal microscopy,Leonie von Berlin,Fraunhofer-Gesellschaft
counter screening assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cytochrome P450 enzyme activity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
cytokine secretion assay,Leonie von Berlin,Fraunhofer-Gesellschaft
direct enzyme activity measurement method,Leonie von Berlin,Fraunhofer-Gesellschaft
drug absorption assay,Leonie von Berlin,Fraunhofer-Gesellschaft
drug excretion assay,Leonie von Berlin,Fraunhofer-Gesellschaft
drug metabolism assay,Leonie von Berlin,Fraunhofer-Gesellschaft
ELISA,Leonie von Berlin,Fraunhofer-Gesellschaft
ELISA protein state assay,Leonie von Berlin,Fraunhofer-Gesellschaft
endpoint assay,Leonie von Berlin,Fraunhofer-Gesellschaft
enzymatic stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
enzyme activity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
enzyme fragment complementation,Leonie von Berlin,Fraunhofer-Gesellschaft
enzyme induction assay,Leonie von Berlin,Fraunhofer-Gesellschaft
enzyme inhibition assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Fluorescence imaging apoptosis assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Fluorescence imaging cell count assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Fluorescence imaging cell cycle state assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Fluorescence imaging cell growth inhibition assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Fluorescence imaging morphology assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Fluorescence imaging multiplex cytological profiling assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Fluorescence imaging protein state assay,Leonie von Berlin,Fraunhofer-Gesellschaft
fluorescence microscopy,Leonie von Berlin,Fraunhofer-Gesellschaft
fluorescent protein reporter gene assay,Leonie von Berlin,Fraunhofer-Gesellschaft
functional,Leonie von Berlin,Fraunhofer-Gesellschaft
functional phenotypic,Leonie von Berlin,Fraunhofer-Gesellschaft
"functional target-based_x000D_
",Leonie von Berlin,Fraunhofer-Gesellschaft
gastric fluid stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
gene knock in,Leonie von Berlin,Fraunhofer-Gesellschaft
gene knockdown,Leonie von Berlin,Fraunhofer-Gesellschaft
genotoxicity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
high throughput screening,Leonie von Berlin,Fraunhofer-Gesellschaft
homogeneous time resolved fluorescence,Leonie von Berlin,Fraunhofer-Gesellschaft
HPLC System,Leonie von Berlin,Fraunhofer-Gesellschaft
hybrid screening,Leonie von Berlin,Fraunhofer-Gesellschaft
immunoassay,Leonie von Berlin,Fraunhofer-Gesellschaft
immunocytochemistry,Leonie von Berlin,Fraunhofer-Gesellschaft
immunofluorescent labeling,Leonie von Berlin,Fraunhofer-Gesellschaft
immunohistochemistry,Leonie von Berlin,Fraunhofer-Gesellschaft
in situ immunoassay,Leonie von Berlin,Fraunhofer-Gesellschaft
in vivo efficacy assay,Leonie von Berlin,Fraunhofer-Gesellschaft
in vivo PK/PD assay,Leonie von Berlin,Fraunhofer-Gesellschaft
interstitial fluid stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
intestinal fluid stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
ion channel assay,Leonie von Berlin,Fraunhofer-Gesellschaft
kinase activity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
kinetic assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Leonie von Berlin,Fraunhofer-Gesellschaft
localization assay,Leonie von Berlin,Fraunhofer-Gesellschaft
low throughput screening,Leonie von Berlin,Fraunhofer-Gesellschaft
luciferase enzyme activity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
luciferase reporter gene assay,Leonie von Berlin,Fraunhofer-Gesellschaft
medium throughput screening,Leonie von Berlin,Fraunhofer-Gesellschaft
membrane permeability assessment,Leonie von Berlin,Fraunhofer-Gesellschaft
metabolic stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
metabolomic assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Migration Assay,Leonie von Berlin,Fraunhofer-Gesellschaft
mitochondrial membrane potential assay,Leonie von Berlin,Fraunhofer-Gesellschaft
mitosis/apoptosis assay,Leonie von Berlin,Fraunhofer-Gesellschaft
mitotic cell cycle state assay,Leonie von Berlin,Fraunhofer-Gesellschaft
neurite outgrowth assay,Leonie von Berlin,Fraunhofer-Gesellschaft
optical microscopy,Leonie von Berlin,Fraunhofer-Gesellschaft
other pharmacokinetic studies,Leonie von Berlin,Fraunhofer-Gesellschaft
oxidative stress assay,Leonie von Berlin,Fraunhofer-Gesellschaft
PD biomarker assay,Leonie von Berlin,Fraunhofer-Gesellschaft
permeability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
pH stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
pharmacodynamic assay,Leonie von Berlin,Fraunhofer-Gesellschaft
pharmacokinetic assay,Leonie von Berlin,Fraunhofer-Gesellschaft
Pharmacology: Primary Pharmacodynamics,Leonie von Berlin,Fraunhofer-Gesellschaft
phosphatase activity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
phosphorylation assay,Leonie von Berlin,Fraunhofer-Gesellschaft
plasma stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
preclinical development stage,Leonie von Berlin,Fraunhofer-Gesellschaft
primary assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protease activity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protein expression assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protein folding assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protein stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protein unfolding assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protein-protein interaction assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protein-small molecule interaction assay,Leonie von Berlin,Fraunhofer-Gesellschaft
protein-turnover assay,Leonie von Berlin,Fraunhofer-Gesellschaft
quantitative PCR,Leonie von Berlin,Fraunhofer-Gesellschaft
quantitative reverse transcription PCR,Leonie von Berlin,Fraunhofer-Gesellschaft
real-time PCR ,Leonie von Berlin,Fraunhofer-Gesellschaft
receptor induction assay,Leonie von Berlin,Fraunhofer-Gesellschaft
receptor internalization assay,Leonie von Berlin,Fraunhofer-Gesellschaft
redistribution assay,Leonie von Berlin,Fraunhofer-Gesellschaft
reporter gene assay,Leonie von Berlin,Fraunhofer-Gesellschaft
reverse transcription PCR,Leonie von Berlin,Fraunhofer-Gesellschaft
safety pharmacology assay,Leonie von Berlin,Fraunhofer-Gesellschaft
sandwich ELISA,Leonie von Berlin,Fraunhofer-Gesellschaft
second messenger assay,Leonie von Berlin,Fraunhofer-Gesellschaft
secondary assay,Leonie von Berlin,Fraunhofer-Gesellschaft
selectivity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
signal transduction assay,Leonie von Berlin,Fraunhofer-Gesellschaft
signaling pathway assay,Leonie von Berlin,Fraunhofer-Gesellschaft
solubility assay,Leonie von Berlin,Fraunhofer-Gesellschaft
surface plasmon resonance,Leonie von Berlin,Fraunhofer-Gesellschaft
targeted metabolomic assay,Leonie von Berlin,Fraunhofer-Gesellschaft
thermal shift assay,Leonie von Berlin,Fraunhofer-Gesellschaft
thermodynamic solubility assay,Leonie von Berlin,Fraunhofer-Gesellschaft
time resolved fluorescence resonance energy transfer,Leonie von Berlin,Fraunhofer-Gesellschaft
tissue distribution assay,Leonie von Berlin,Fraunhofer-Gesellschaft
tissue homogenate stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
toxicity assay,Leonie von Berlin,Fraunhofer-Gesellschaft
whole blood stability assay,Leonie von Berlin,Fraunhofer-Gesellschaft
24 well plate,Maria Kuzikov,Fraunhofer-Gesellschaft
384 well plate,Maria Kuzikov,Fraunhofer-Gesellschaft
96 well plate,Maria Kuzikov,Fraunhofer-Gesellschaft
ADMET,Maria Kuzikov,Fraunhofer-Gesellschaft
apoptosis assay,Maria Kuzikov,Fraunhofer-Gesellschaft
artifact assay,Maria Kuzikov,Fraunhofer-Gesellschaft
assay format,Maria Kuzikov,Fraunhofer-Gesellschaft
assay screening campaign stage,Maria Kuzikov,Fraunhofer-Gesellschaft
assay screening throughput,Maria Kuzikov,Fraunhofer-Gesellschaft
Bead-based immunoassay for protein state,Maria Kuzikov,Fraunhofer-Gesellschaft
binding assay,Maria Kuzikov,Fraunhofer-Gesellschaft
bioassay,Maria Kuzikov,Fraunhofer-Gesellschaft
bioassay specification,Maria Kuzikov,Fraunhofer-Gesellschaft
bioassay type,Maria Kuzikov,Fraunhofer-Gesellschaft
bioavailability assay,Maria Kuzikov,Fraunhofer-Gesellschaft
biochemical format,Maria Kuzikov,Fraunhofer-Gesellschaft
brightfield microscopy,Maria Kuzikov,Fraunhofer-Gesellschaft
Caco-2 permeability assay,Maria Kuzikov,Fraunhofer-Gesellschaft
calcium redistribution assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cAMP redistribution assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell based format,Maria Kuzikov,Fraunhofer-Gesellschaft
cell cycle assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell density determination,Maria Kuzikov,Fraunhofer-Gesellschaft
cell growth assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell morphology assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell motility assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell permeability assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell proliferation assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell viability assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cell viability ATP quantitation assay,Maria Kuzikov,Fraunhofer-Gesellschaft
chemical stability assay,Maria Kuzikov,Fraunhofer-Gesellschaft
chemotaxis assay,Maria Kuzikov,Fraunhofer-Gesellschaft
circular dichroism,Maria Kuzikov,Fraunhofer-Gesellschaft
competitive immunoassay,Maria Kuzikov,Fraunhofer-Gesellschaft
compound aggregation assay,Maria Kuzikov,Fraunhofer-Gesellschaft
compound fluorescence assay,Maria Kuzikov,Fraunhofer-Gesellschaft
compound library,Maria Kuzikov,Fraunhofer-Gesellschaft
compound redox activity assay,Maria Kuzikov,Fraunhofer-Gesellschaft
compound toxicity assay,Maria Kuzikov,Fraunhofer-Gesellschaft
concentration response assay,Maria Kuzikov,Fraunhofer-Gesellschaft
confirmatory assay,Maria Kuzikov,Fraunhofer-Gesellschaft
confocal microscopy,Maria Kuzikov,Fraunhofer-Gesellschaft
counter screening assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cytochrome P450 enzyme activity assay,Maria Kuzikov,Fraunhofer-Gesellschaft
cytokine secretion assay,Maria Kuzikov,Fraunhofer-Gesellschaft
direct enzyme activity measurement method,Maria Kuzikov,Fraunhofer-Gesellschaft
drug absorption assay,Maria Kuzikov,Fraunhofer-Gesellschaft
drug excretion assay,Maria Kuzikov,Fraunhofer-Gesellschaft
drug metabolism assay,Maria Kuzikov,Fraunhofer-Gesellschaft
